gate_V,drain_TotalCurrent_A
0.0,2.1959942e-15
0.005,2.2413696e-15
0.01,2.1826137e-15
0.015,2.3188747e-15
0.02,2.5787603e-15
0.025,2.4711881e-15
0.03,3.0128185e-15
0.035,2.9240022e-15
0.04,3.0692325e-15
0.045,3.2814463e-15
0.05,3.6168102e-15
0.055,3.5710363e-15
0.06,4.0174758e-15
0.065,4.1262343e-15
0.07,4.4709728e-15
0.075,4.7312594e-15
0.08,4.981109e-15
0.085,5.4505519e-15
0.09,5.8513296e-15
0.095,6.1532582e-15
0.1,6.8112721e-15
0.105,7.1314454e-15
0.11,7.9249011e-15
0.115,8.2798132e-15
0.12,9.0392521e-15
0.125,9.5658215e-15
0.13,1.0421738e-14
0.135,1.1126456e-14
0.14,1.2207689e-14
0.145,1.3104159e-14
0.15,1.4110996e-14
0.155,1.5071075e-14
0.16,1.6629947e-14
0.165,1.7826152e-14
0.17,1.9630083e-14
0.175,2.1010043e-14
0.18,2.2991846e-14
0.185,2.4879744e-14
0.19,2.7145386e-14
0.195,2.9205045e-14
0.2,3.1757897e-14
0.205,3.4476078e-14
0.21,3.7646893e-14
0.215,4.1236756e-14
0.22,4.4964428e-14
0.225,4.8554509e-14
0.23,5.2838709e-14
0.235,5.7857613e-14
0.24,6.2838605e-14
0.245,6.8535102e-14
0.25,7.4588329e-14
0.255,8.1715024e-14
0.26,8.9033901e-14
0.265,9.6792674e-14
0.27,1.0589352e-13
0.275,1.1529936e-13
0.28,1.2596246e-13
0.285,1.3775328e-13
0.29,1.5049605e-13
0.295,1.6434377e-13
0.3,1.7911105e-13
0.305,1.9583801e-13
0.31,2.1406655e-13
0.315,2.3421935e-13
0.32,2.5620188e-13
0.325,2.7978936e-13
0.33,3.0609951e-13
0.335,3.3471559e-13
0.34,3.6611933e-13
0.345,4.0076764e-13
0.35,4.3842556e-13
0.355,4.7986952e-13
0.36,5.2531894e-13
0.365,5.7493749e-13
0.37,6.2946355e-13
0.375,6.8932376e-13
0.38,7.5458052e-13
0.385,8.2679686e-13
0.39,9.0554586e-13
0.395,9.9195187e-13
0.4,1.0864729e-12
0.405,1.1907003e-12
0.41,1.3048993e-12
0.415,1.4300134e-12
0.42,1.5673069e-12
0.425,1.7184542e-12
0.43,1.8836788e-12
0.435,2.0649651e-12
0.44,2.2640253e-12
0.445,2.4828087e-12
0.45,2.7227577e-12
0.455,2.986077e-12
0.46,3.2753731e-12
0.465,3.5930236e-12
0.47,3.9411181e-12
0.475,4.3242079e-12
0.48,4.7443691e-12
0.485,5.2056404e-12
0.49,5.7126402e-12
0.495,6.268959e-12
0.5,6.8800999e-12
0.505,7.5514526e-12
0.51,8.2893659e-12
0.515,9.098685e-12
0.52,9.9884387e-12
0.525,1.096537e-11
0.53,1.2039348e-11
0.535,1.3218214e-11
0.54,1.451392e-11
0.545,1.5937443e-11
0.55,1.7501057e-11
0.555,1.9218653e-11
0.56,2.110583e-11
0.565,2.31796e-11
0.57,2.5457532e-11
0.575,2.7960943e-11
0.58,3.0710138e-11
0.585,3.3731445e-11
0.59,3.7050375e-11
0.595,4.0696824e-11
0.6,4.4702782e-11
0.605,4.9103146e-11
0.61,5.3937036e-11
0.615,5.9247019e-11
0.62,6.5079071e-11
0.625,7.1485351e-11
0.63,7.8520806e-11
0.635,8.6247204e-11
0.64,9.4731154e-11
0.645,1.0404682e-10
0.65,1.1427485e-10
0.655,1.2550291e-10
0.66,1.3782815e-10
0.665,1.5135501e-10
0.67,1.661998e-10
0.675,1.8248812e-10
0.68,2.0035772e-10
0.685,2.1995893e-10
0.69,2.4145659e-10
0.695,2.650285e-10
0.7,2.9087145e-10
0.705,3.1919712e-10
0.71,3.5023836e-10
0.715,3.8424755e-10
0.72,4.2149998e-10
0.725,4.6229443e-10
0.73,5.0695638e-10
0.735,5.5583925e-10
0.74,6.0932706e-10
0.745,6.6783657e-10
0.75,7.318196e-10
0.755,8.0176649e-10
0.76,8.782082e-10
0.765,9.6172005e-10
0.77,1.0529247e-09
0.775,1.152495e-09
0.78,1.2611586e-09
0.785,1.3797018e-09
0.79,1.5089734e-09
0.795,1.6498891e-09
0.8,1.8034361e-09
0.805,1.9706786e-09
0.81,2.1527629e-09
0.815,2.3509218e-09
0.82,2.5664819e-09
0.825,2.80087e-09
0.83,3.0556175e-09
0.835,3.3323699e-09
