gate_V,drain_TotalCurrent_A
0.0,8.300055500000001e-16
0.005,8.6237773e-16
0.01,1.0326441e-15
0.015,1.1623335e-15
0.02,1.2172062e-15
0.025,1.1876653e-15
0.03,1.3186708e-15
0.035,1.3669592e-15
0.04,1.4466684e-15
0.045,1.3985073e-15
0.05,1.3537758e-15
0.055,1.5923245e-15
0.06,1.7552773e-15
0.065,1.7409728e-15
0.07,2.0194028e-15
0.075,2.0413384e-15
0.08,2.1700472e-15
0.085,2.3516553e-15
0.09,2.7393703e-15
0.095,2.7424543e-15
0.1,2.9047344e-15
0.105,3.1938052e-15
0.11,3.4319603e-15
0.115,3.7118423e-15
0.12,4.1683348e-15
0.125,4.3084196e-15
0.13,4.6383396e-15
0.135,5.055814e-15
0.14,5.4079394e-15
0.145,5.7819967e-15
0.15,6.2108947e-15
0.155,6.6335309e-15
0.16,7.1513133e-15
0.165,7.8548365e-15
0.17,8.5029114e-15
0.175,9.0540757e-15
0.18,9.8887315e-15
0.185,1.0949798e-14
0.19,1.1767677e-14
0.195,1.2859498e-14
0.2,1.3883328e-14
0.205,1.4951975e-14
0.21,1.6206616e-14
0.215,1.7735105e-14
0.22,1.9116719e-14
0.225,2.1078881e-14
0.23,2.2828989e-14
0.235,2.4759997e-14
0.24,2.7098172e-14
0.245,2.9534308e-14
0.25,3.2077863e-14
0.255,3.4822909e-14
0.26,3.8181887e-14
0.265,4.152723e-14
0.27,4.5164034e-14
0.275,4.9312544e-14
0.28,5.3855775e-14
0.285,5.8727059e-14
0.29,6.4186576e-14
0.295,7.0133997e-14
0.3,7.6650872e-14
0.305,8.3497084e-14
0.31,9.1413949e-14
0.315,9.9902528e-14
0.32,1.0897343e-13
0.325,1.193176e-13
0.33,1.305668e-13
0.335,1.4279105e-13
0.34,1.5621218e-13
0.345,1.7068661e-13
0.35,1.8666868e-13
0.355,2.0426423e-13
0.36,2.2364935e-13
0.365,2.4473422e-13
0.37,2.6796575e-13
0.375,2.9373755e-13
0.38,3.2133283e-13
0.385,3.5179454e-13
0.39,3.8544083e-13
0.395,4.222037e-13
0.4,4.6272071e-13
0.405,5.0714515e-13
0.41,5.5552611e-13
0.415,6.0886586e-13
0.42,6.672694e-13
0.425,7.3147908e-13
0.43,8.019343e-13
0.435,8.7928848e-13
0.44,9.6398374e-13
0.445,1.0571524e-12
0.45,1.1594429e-12
0.455,1.2716001e-12
0.46,1.3947676e-12
0.465,1.5300902e-12
0.47,1.678832e-12
0.475,1.8418622e-12
0.48,2.0209774e-12
0.485,2.2178133e-12
0.49,2.4339718e-12
0.495,2.671381e-12
0.5,2.9319311e-12
0.505,3.2182836e-12
0.51,3.5327737e-12
0.515,3.878566e-12
0.52,4.2580627e-12
0.525,4.6751147e-12
0.53,5.1335038e-12
0.535,5.6370504e-12
0.54,6.1899914e-12
0.545,6.7979058e-12
0.55,7.4658654e-12
0.555,8.1997582e-12
0.56,9.0063897e-12
0.565,9.8925032e-12
