gate_V,drain_TotalCurrent_A
0.0,2.4812778e-15
0.005,2.1718573e-15
0.01,2.2172221e-15
0.015,2.330821e-15
0.02,2.7287885e-15
0.025,2.7416071e-15
0.03,3.0674916e-15
0.035,2.7719296e-15
0.04,3.2065187e-15
0.045,3.2140722e-15
0.05,3.5902129e-15
0.055,3.7864004e-15
0.06,4.2126774e-15
0.065,4.1457559e-15
0.07,4.6072522e-15
0.075,4.9085014e-15
0.08,5.0730524e-15
0.085,5.3562194e-15
0.09,5.8418337e-15
0.095,6.2595571e-15
0.1,6.7051874e-15
0.105,7.2543696e-15
0.11,7.691676e-15
0.115,8.3869024e-15
0.12,8.8862547e-15
0.125,9.6463729e-15
0.13,1.0482341e-14
0.135,1.1367788e-14
0.14,1.2334597e-14
0.145,1.3094955e-14
0.15,1.421991e-14
0.155,1.5198844e-14
0.16,1.6579079e-14
0.165,1.8044652e-14
0.17,1.9406488e-14
0.175,2.1058018e-14
0.18,2.2983671e-14
0.185,2.4777903e-14
0.19,2.6874001e-14
0.195,2.9505955e-14
0.2,3.1733757e-14
0.205,3.4588584e-14
0.21,3.7434193e-14
0.215,4.0994748e-14
0.22,4.4370157e-14
0.225,4.8526918e-14
0.23,5.2669252e-14
0.235,5.7632994e-14
0.24,6.2693776e-14
0.245,6.8441759e-14
0.25,7.4581872e-14
0.255,8.1177544e-14
0.26,8.866455e-14
0.265,9.6600339e-14
0.27,1.0550072e-13
0.275,1.1474849e-13
0.28,1.2556255e-13
0.285,1.3723016e-13
0.29,1.4965092e-13
0.295,1.6385101e-13
0.3,1.7892075e-13
0.305,1.9536772e-13
0.31,2.1346282e-13
0.315,2.3343537e-13
0.32,2.5552135e-13
0.325,2.7900769e-13
0.33,3.0537677e-13
0.335,3.3408229e-13
0.34,3.6566063e-13
0.345,3.9959723e-13
0.35,4.3742478e-13
0.355,4.7881576e-13
0.36,5.2394544e-13
0.365,5.7364732e-13
0.37,6.2821044e-13
0.375,6.8762126e-13
0.38,7.5330719e-13
0.385,8.2474979e-13
0.39,9.0374195e-13
0.395,9.8992132e-13
0.4,1.0846948e-12
0.405,1.1885219e-12
0.41,1.3026271e-12
0.415,1.4272594e-12
0.42,1.5646623e-12
0.425,1.7149631e-12
0.43,1.8804759e-12
0.435,2.0616124e-12
0.44,2.2601341e-12
0.445,2.478882e-12
0.45,2.7183556e-12
0.455,2.9813117e-12
0.46,3.2699842e-12
0.465,3.5873693e-12
0.47,3.9355285e-12
0.475,4.3175254e-12
0.48,4.7374424e-12
0.485,5.1984695e-12
0.49,5.7046005e-12
0.495,6.2605044e-12
0.5,6.8709818e-12
0.505,7.5416748e-12
0.51,8.2782516e-12
0.515,9.0872845e-12
0.52,9.975962e-12
0.525,1.0952556e-11
0.53,1.2025007e-11
0.535,1.3203381e-11
0.54,1.4497876e-11
0.545,1.5919824e-11
0.55,1.7482001e-11
0.555,1.9198396e-11
0.56,2.10845e-11
0.565,2.3156617e-11
0.57,2.5432956e-11
0.575,2.7934115e-11
0.58,3.0681895e-11
0.585,3.3701383e-11
0.59,3.7018377e-11
0.595,4.0662036e-11
0.6,4.4664604e-11
0.605,4.9062961e-11
0.61,5.3893529e-11
0.615,5.9200133e-11
0.62,6.5028894e-11
0.625,7.1431025e-11
0.63,7.8462423e-11
0.635,8.6184601e-11
0.64,9.4663774e-11
0.645,1.0397458e-10
0.65,1.1419684e-10
0.655,1.2541899e-10
0.66,1.3773753e-10
0.665,1.5125747e-10
0.67,1.6609417e-10
0.675,1.8237424e-10
0.68,2.0023434e-10
0.685,2.198256e-10
0.69,2.4131227e-10
0.695,2.6487238e-10
0.7,2.9070262e-10
0.705,3.1901456e-10
0.71,3.5004076e-10
0.715,3.8403399e-10
0.72,4.2126834e-10
0.725,4.6204343e-10
0.73,5.0668469e-10
0.735,5.5554454e-10
0.74,6.0900741e-10
0.745,6.6749066e-10
0.75,7.3144458e-10
0.755,8.0136051e-10
0.76,8.7776846e-10
0.765,9.6124349e-10
0.77,1.0524085e-09
0.775,1.1519359e-09
0.78,1.2605529e-09
0.785,1.3790463e-09
0.79,1.5082637e-09
0.795,1.6491209e-09
0.8,1.8026056e-09
0.805,1.9697808e-09
0.81,2.1517919e-09
0.815,2.3498726e-09
0.82,2.5653492e-09
0.825,2.7996467e-09
0.83,3.0542977e-09
0.835,3.3309459e-09
0.84,3.6313559e-09
0.845,3.9574203e-09
0.85,4.3111673e-09
0.855,4.6947693e-09
0.86,5.1105504e-09
0.865,5.5609997e-09
0.87,6.048776e-09
0.875,6.5767211e-09
0.88,7.1478707e-09
0.885,7.7654648e-09
0.89,8.432959e-09
0.895,9.1540383e-09
0.9,9.9326274e-09
0.905,1.0772908e-08
0.91,1.167933e-08
0.915,1.2656627e-08
0.92,1.3709831e-08
0.925,1.484429e-08
0.93,1.6065683e-08
0.935,1.7380037e-08
0.94,1.8793746e-08
0.945,2.0313591e-08
0.95,2.1946754e-08
0.955,2.3700844e-08
0.96,2.5583916e-08
0.965,2.7604487e-08
0.97,2.9771569e-08
0.975,3.2094678e-08
0.98,3.458387e-08
0.985,3.7249756e-08
0.99,4.0103532e-08
0.995,4.3157002e-08
1.0,4.6422604e-08
1.005,4.9913436e-08
1.01,5.3643283e-08
1.015,5.7626646e-08
1.02,6.1878768e-08
1.025,6.641566e-08
1.03,7.1254134e-08
1.035,7.6411828e-08
1.04,8.1907233e-08
1.045,8.7759728e-08
1.05,9.3989599e-08
1.055,1.0061808e-07
1.06,1.0766735e-07
1.065,1.1516062e-07
1.07,1.2312209e-07
1.075,1.3157701e-07
1.08,1.4055172e-07
1.085,1.5007364e-07
1.09,1.601713e-07
1.095,1.7087438e-07
1.1,1.8221371e-07
1.105,1.9422128e-07
1.11,2.069303e-07
1.115,2.2037513e-07
1.12,2.3459137e-07
1.125,2.4961583e-07
1.13,2.6548652e-07
1.135,2.8224269e-07
1.14,2.9992479e-07
1.145,3.1857447e-07
1.15,3.3823459e-07
1.155,3.5894921e-07
1.16,3.8076352e-07
1.165,4.0372387e-07
1.17,4.2787773e-07
1.175,4.5327363e-07
1.18,4.7996119e-07
1.185,5.0799101e-07
1.19,5.3741468e-07
1.195,5.6828469e-07
1.2,6.0065442e-07
1.205,6.3457807e-07
1.21,6.7011059e-07
1.215,7.0730765e-07
1.22,7.4622555e-07
1.225,7.8692117e-07
1.23,8.2945189e-07
1.235,8.7387554e-07
1.24,9.2025033e-07
1.245,9.6863476e-07
1.25,1.0190876e-06
1.255,1.0716677e-06
1.26,1.1264341e-06
1.265,1.1834458e-06
1.27,1.2427618e-06
1.275,1.304441e-06
1.28,1.3685421e-06
1.285,1.4351236e-06
1.29,1.5042436e-06
1.295,1.57596e-06
1.3,1.6503302e-06
1.305,1.7274112e-06
1.31,1.8072593e-06
1.315,1.8899306e-06
1.32,1.9754804e-06
1.325,2.0639632e-06
1.33,2.1554331e-06
1.335,2.2499433e-06
1.34,2.3475464e-06
1.345,2.4482939e-06
1.35,2.5522369e-06
1.355,2.6594253e-06
1.36,2.7699084e-06
1.365,2.8837343e-06
1.37,3.0009504e-06
1.375,3.121603e-06
1.38,3.2457376e-06
1.385,3.3733986e-06
1.39,3.5046293e-06
1.395,3.6394721e-06
1.4,3.7779683e-06
1.405,3.9201581e-06
1.41,4.0660807e-06
1.415,4.2157741e-06
1.42,4.3692753e-06
1.425,4.5266201e-06
1.43,4.687843e-06
1.435,4.8529776e-06
1.44,5.0220563e-06
1.445,5.1951103e-06
1.45,5.3721695e-06
1.455,5.5532627e-06
1.46,5.7384175e-06
1.465,5.9276604e-06
1.47,6.1210165e-06
1.475,6.3185098e-06
1.48,6.5201619e-06
1.485,6.7259954e-06
1.49,6.9360307e-06
1.495,7.1502868e-06
1.5,7.3687816e-06
