gate_V,drain_TotalCurrent_A
0.0,-1.7646185000000002e-16
0.005,2.8817257000000004e-16
0.01,-9.1183204e-17
0.015,1.0281114e-16
0.02,1.2617482e-16
0.025,1.162073e-16
0.03,-2.6236789e-19
0.035,8.0185994e-17
0.04,1.155544e-16
0.045,2.0346257000000001e-16
0.05,3.1933389000000004e-16
0.055,2.0213061e-16
0.06,9.4094217e-17
0.065,6.641681000000001e-17
0.07,2.2336447000000003e-16
0.075,-1.1818293000000002e-16
0.08,2.6929713000000003e-16
0.085,-4.4650330000000004e-17
0.09,6.4915627e-17
0.095,9.3690559e-17
0.1,-1.3334622e-16
0.105,9.824958500000001e-17
0.11,2.3440056e-17
0.115,1.2590929e-17
0.12,3.7350723e-17
0.125,5.3731118e-17
0.13,2.3915905e-16
0.135,6.4818019e-17
0.14,4.0010808000000006e-16
0.145,5.0982627e-16
0.15,3.8250117e-17
0.155,1.0145487000000001e-16
0.16,3.2467527000000005e-16
0.165,2.2908528e-17
0.17,6.3500121e-16
0.175,6.712075500000001e-16
0.18,5.8317284e-16
0.185,3.0718877000000004e-16
0.19,2.6951324e-16
0.195,3.6720547000000003e-16
0.2,8.268052300000001e-16
0.205,6.6496466e-16
0.21,2.2906644000000004e-16
0.215,5.1238792e-16
0.22,6.536331400000001e-16
0.225,8.8223653e-16
0.23,9.027072300000001e-16
0.235,1.1298058e-15
0.24,1.3096137e-15
0.245,1.3911583e-15
0.25,9.9317295e-16
0.255,1.6378408e-15
0.26,1.867878e-15
0.265,1.9202837e-15
0.27,2.2153559e-15
0.275,2.3759609e-15
0.28,2.8321525e-15
0.285,2.5746889e-15
0.29,3.1258137e-15
0.295,3.4903609e-15
0.3,4.062293e-15
0.305,4.583753e-15
0.31,4.8692318e-15
0.315,5.2269521e-15
0.32,6.1105441e-15
0.325,6.4514385e-15
0.33,7.1259632e-15
0.335,7.9482334e-15
0.34,9.0672819e-15
0.345,9.9738511e-15
0.35,1.1129728e-14
0.355,1.2064022e-14
0.36,1.3315074e-14
0.365,1.4976193e-14
0.37,1.6320769e-14
0.375,1.837093e-14
0.38,2.0068517e-14
0.385,2.2758948e-14
0.39,2.5331757e-14
0.395,2.7804276e-14
0.4,3.1377773e-14
0.405,3.44297e-14
0.41,3.8759788e-14
0.415,4.2873682e-14
0.42,4.7485754e-14
0.425,5.3044347e-14
0.43,5.8438632e-14
0.435,6.5721936e-14
0.44,7.2723896e-14
0.445,8.1089035e-14
0.45,9.0259957e-14
0.455,1.0036811e-13
0.46,1.1185135e-13
0.465,1.2447915e-13
0.47,1.3837417e-13
0.475,1.543422e-13
0.48,1.7154315e-13
0.485,1.9085416e-13
0.49,2.123015e-13
0.495,2.3618872e-13
0.5,2.6329152e-13
0.505,2.9332216e-13
0.51,3.263702e-13
0.515,3.6344422e-13
0.52,4.0483792e-13
0.525,4.5113672e-13
0.53,5.0262792e-13
0.535,5.5934125e-13
0.54,6.2327337e-13
0.545,6.9439558e-13
0.55,7.7352148e-13
0.555,8.6170295e-13
0.56,9.6028653e-13
0.565,1.06949e-12
0.57,1.1920522e-12
0.575,1.3284205e-12
0.58,1.4802723e-12
0.585,1.6496223e-12
0.59,1.8383828e-12
0.595,2.0489559e-12
0.6,2.283967e-12
0.605,2.5456505e-12
0.61,2.8368933e-12
0.615,3.1618851e-12
0.62,3.5245486e-12
0.625,3.9283175e-12
0.63,4.3787784e-12
0.635,4.8806931e-12
0.64,5.4401809e-12
0.645,6.0633784e-12
0.65,6.75869e-12
0.655,7.5334006e-12
0.66,8.3965058e-12
0.665,9.3583711e-12
0.67,1.0429437e-11
0.675,1.1623565e-11
0.68,1.2953688e-11
0.685,1.4434761e-11
0.69,1.6084382e-11
0.695,1.7921469e-11
0.7,1.9967009e-11
0.705,2.2244311e-11
0.71,2.477909e-11
0.715,2.7599748e-11
0.72,3.0737984e-11
0.725,3.4230056e-11
0.73,3.8113279e-11
0.735,4.2431575e-11
0.74,4.7232184e-11
0.745,5.2567926e-11
0.75,5.8497162e-11
0.755,6.5083305e-11
0.76,7.2397638e-11
0.765,8.0518069e-11
0.77,8.9530977e-11
0.775,9.9530534e-11
0.78,1.1062135e-10
0.785,1.2291809e-10
0.79,1.3654792e-10
0.795,1.5164751e-10
0.8,1.6837154e-10
0.805,1.8688529e-10
0.81,2.0737354e-10
0.815,2.3003631e-10
0.82,2.5509341e-10
0.825,2.8278552e-10
0.83,3.1337687e-10
0.835,3.4715513e-10
0.84,3.8443479e-10
0.845,4.2555861e-10
0.85,4.709018e-10
0.855,5.2087197e-10
0.86,5.7591397e-10
0.865,6.3651312e-10
0.87,7.0319408e-10
0.875,7.7653204e-10
0.88,8.5714729e-10
0.885,9.45717e-10
0.89,1.0429737e-09
0.895,1.1497137e-09
0.9,1.2667981e-09
0.905,1.3951609e-09
0.91,1.5358126e-09
0.915,1.6898473e-09
0.92,1.8584454e-09
0.925,2.0428843e-09
0.93,2.244543e-09
0.935,2.4649094e-09
0.94,2.7055881e-09
0.945,2.9683086e-09
0.95,3.254934e-09
0.955,3.5674698e-09
0.96,3.9080745e-09
0.965,4.2790688e-09
0.97,4.6829461e-09
0.975,5.1223861e-09
0.98,5.600264e-09
0.985,6.1196651e-09
0.99,6.6838981e-09
0.995,7.296508e-09
1.0,7.9612914e-09
1.005,8.6823147e-09
1.01,9.463926e-09
1.015,1.0310776e-08
1.02,1.1227833e-08
1.025,1.2220407e-08
1.03,1.3294162e-08
1.035,1.4455143e-08
1.04,1.5709797e-08
1.045,1.7064992e-08
1.05,1.8528043e-08
1.055,2.0106735e-08
1.06,2.1809355e-08
1.065,2.3644706e-08
1.07,2.5622147e-08
1.075,2.7751614e-08
1.08,3.0043651e-08
1.085,3.2509444e-08
1.09,3.5160844e-08
1.095,3.8010409e-08
1.1,4.1071428e-08
1.105,4.435796e-08
1.11,4.7884868e-08
1.115,5.1667851e-08
1.12,5.5723482e-08
1.125,6.0069243e-08
1.13,6.4723562e-08
1.135,6.9705846e-08
1.14,7.5036524e-08
1.145,8.0737077e-08
1.15,8.6830076e-08
1.155,9.3339221e-08
1.16,1.0028937e-07
1.165,1.0770657e-07
1.17,1.1561811e-07
1.175,1.2405251e-07
1.18,1.3303962e-07
1.185,1.4261056e-07
1.19,1.5279782e-07
1.195,1.6363524e-07
1.2,1.7515805e-07
1.205,1.8740287e-07
1.21,2.0040776e-07
1.215,2.1421217e-07
1.22,2.2885701e-07
1.225,2.443846e-07
1.23,2.6083871e-07
1.235,2.7826451e-07
1.24,2.9670861e-07
1.245,3.1621901e-07
1.25,3.3684509e-07
1.255,3.5863756e-07
1.26,3.816485e-07
1.265,4.0593124e-07
1.27,4.3154038e-07
1.275,4.5853175e-07
1.28,4.8696233e-07
1.285,5.1689022e-07
1.29,5.4837459e-07
1.295,5.8147564e-07
1.3,6.1625451e-07
1.305,6.5277326e-07
1.31,6.9109479e-07
1.315,7.3128278e-07
1.32,7.7340164e-07
1.325,8.1751643e-07
1.33,8.6369284e-07
1.335,9.1199709e-07
1.34,9.6249589e-07
1.345,1.0152564e-06
1.35,1.0703461e-06
1.355,1.1278328e-06
1.36,1.1877846e-06
1.365,1.2502698e-06
1.37,1.3153568e-06
1.375,1.3831143e-06
1.38,1.4536108e-06
1.385,1.5269149e-06
1.39,1.6030951e-06
1.395,1.68222e-06
1.4,1.7643577e-06
1.405,1.8495766e-06
1.41,1.9379443e-06
1.415,2.0295285e-06
1.42,2.1243964e-06
1.425,2.2226148e-06
1.43,2.3242501e-06
1.435,2.4293682e-06
1.44,2.5380343e-06
1.445,2.6503134e-06
1.45,2.7662693e-06
1.455,2.8859656e-06
1.46,3.0094647e-06
1.465,3.1368286e-06
1.47,3.2681182e-06
1.475,3.4033934e-06
1.48,3.5427135e-06
1.485,3.6861364e-06
1.49,3.8337192e-06
1.495,3.9855176e-06
1.5,4.1415866e-06
