gate_V,drain_TotalCurrent_A
0.0,2.5149669e-16
0.005,-8.0075882e-18
0.01,4.694501699999999e-18
0.015,1.239124e-16
0.02,1.2210524000000002e-16
0.025,6.5938996e-17
0.03,-3.5679805e-17
0.035,8.3417877e-19
0.04,-1.3014669e-17
0.045,-1.792963e-16
0.05,-1.4280695e-16
0.055,-1.1028419000000001e-16
0.06,1.1228965e-16
0.065,1.4278702000000002e-16
0.07,9.4118123e-17
0.075,1.4893283000000002e-16
0.08,5.1778822e-17
0.085,7.7030872e-17
0.09,9.7892839e-17
0.095,8.633053200000001e-17
0.1,1.3856858e-16
0.105,2.9360661000000003e-17
0.11,1.5170962000000002e-16
0.115,4.2651502000000004e-17
0.12,4.037583e-17
0.125,8.6580259e-17
0.13,-1.1493505e-16
0.135,1.2674923e-16
0.14,1.9045084000000001e-16
0.145,3.1829453e-16
0.15,1.5812498e-16
0.155,2.4178057e-16
0.16,1.6680328000000002e-16
0.165,1.3116914e-16
0.17,3.3337004e-17
0.175,2.7940058e-16
0.18,2.1984086e-16
0.185,1.6155623000000002e-16
0.19,1.1881223000000002e-16
0.195,8.7190133e-17
0.2,2.0857161e-16
0.205,3.221673e-16
0.21,1.5195766e-16
0.215,2.2390673e-16
0.22,3.249302e-16
0.225,3.6577646000000005e-16
0.23,4.028123e-16
0.235,4.3586425e-16
0.24,5.648682400000001e-16
0.245,7.043176700000001e-16
0.25,5.8643291e-16
0.255,5.906321800000001e-16
0.26,7.637849500000001e-16
0.265,8.9575544e-16
0.27,7.851546900000001e-16
0.275,8.379821600000001e-16
0.28,9.8671328e-16
0.285,1.1349129e-15
0.29,1.0436302e-15
0.295,1.57161e-15
0.3,1.5731995e-15
0.305,1.8272307e-15
0.31,1.9249395e-15
0.315,2.0962626e-15
0.32,2.3748846e-15
0.325,2.4885332e-15
0.33,2.9314355e-15
0.335,3.2831345e-15
0.34,3.7212556e-15
0.345,4.1706127e-15
0.35,4.7308134e-15
0.355,4.9722112e-15
0.36,5.4005275e-15
0.365,6.141527e-15
0.37,6.8101008e-15
0.375,7.5654802e-15
0.38,8.284007e-15
0.385,9.4490384e-15
0.39,1.0526454e-14
0.395,1.1542784e-14
0.4,1.2545361e-14
0.405,1.4363476e-14
0.41,1.5893583e-14
0.415,1.7544346e-14
0.42,1.9367488e-14
0.425,2.1588843e-14
0.43,2.4158002e-14
0.435,2.7042066e-14
0.44,2.9855791e-14
0.445,3.3275513e-14
0.45,3.6885229e-14
0.455,4.1142473e-14
0.46,4.5912721e-14
0.465,5.0927437e-14
0.47,5.6597774e-14
0.475,6.2918082e-14
0.48,6.9933717e-14
0.485,7.8121081e-14
0.49,8.6780274e-14
0.495,9.6656267e-14
0.5,1.0769505e-13
0.505,1.1987492e-13
0.51,1.3319331e-13
0.515,1.4861891e-13
0.52,1.6546766e-13
0.525,1.8419377e-13
0.53,2.050792e-13
0.535,2.2843453e-13
0.54,2.5461309e-13
0.545,2.8358991e-13
0.55,3.1575718e-13
0.555,3.5180107e-13
0.56,3.9190625e-13
0.565,4.3646906e-13
0.57,4.8644096e-13
0.575,5.4203652e-13
0.58,6.0384382e-13
0.585,6.7287925e-13
0.59,7.498629e-13
0.595,8.3562925e-13
0.6,9.3137897e-13
0.605,1.0377399e-12
0.61,1.1564968e-12
0.615,1.2890837e-12
0.62,1.4366772e-12
0.625,1.6012121e-12
0.63,1.7848195e-12
0.635,1.9893611e-12
0.64,2.2174961e-12
0.645,2.4714607e-12
0.65,2.7547442e-12
0.655,3.0703976e-12
0.66,3.4223346e-12
0.665,3.8145372e-12
0.67,4.2514998e-12
0.675,4.738471e-12
0.68,5.2808658e-12
0.685,5.8853334e-12
0.69,6.5586195e-12
0.695,7.3089559e-12
0.7,8.1442767e-12
0.705,9.0747033e-12
0.71,1.0110974e-11
0.715,1.1264499e-11
0.72,1.2548783e-11
0.725,1.3978058e-11
0.73,1.5568739e-11
0.735,1.7338582e-11
0.74,1.9307614e-11
0.745,2.149745e-11
0.75,2.3932446e-11
