gate_V,drain_TotalCurrent_A
0.0,-7.2320334e-17
0.005,-3.8652089e-17
0.01,-7.6907654e-17
0.015,-9.999578700000001e-17
0.02,1.041019e-16
0.025,1.1214981000000002e-16
0.03,3.2015014e-16
0.035,1.0920262000000001e-16
0.04,2.557935e-17
0.045,-2.2767150999999996e-18
0.05,-1.5134577e-16
0.055,5.3154498e-18
0.06,-3.4610479e-17
0.065,-5.9962211e-17
0.07,-9.6001825e-17
0.075,1.0183802e-16
0.08,1.4800044e-16
0.085,8.5433838e-17
0.09,-1.5699241000000002e-16
0.095,2.2718952000000004e-16
0.1,7.9480299e-17
0.105,1.4024112e-16
0.11,-4.2964218e-17
0.115,-1.7019529e-17
0.12,9.705992500000001e-17
0.125,1.8139997e-16
0.13,-1.156288e-16
0.135,1.426765e-16
0.14,1.6818621000000002e-16
0.145,5.7349555e-17
0.15,1.2583282e-16
0.155,1.9119449e-16
0.16,-1.1603299e-17
0.165,2.6536282e-16
0.17,2.2471063000000004e-16
0.175,6.372367e-18
0.18,3.4266395e-16
0.185,-1.4827373e-17
0.19,3.1242081e-16
0.195,1.2288636e-16
0.2,2.2929648000000004e-16
0.205,2.0096381000000002e-16
0.21,3.8713568000000005e-16
0.215,2.3754884e-16
0.22,4.572911500000001e-16
0.225,3.5856886000000003e-16
0.23,3.9273802e-16
0.235,5.548284200000001e-16
0.24,1.1692715e-16
0.245,5.356382200000001e-16
0.25,6.862861300000001e-16
0.255,8.518655e-16
0.26,7.7125176e-16
0.265,8.914707500000001e-16
0.27,9.795988e-16
0.275,9.629424900000002e-16
0.28,9.4709829e-16
0.285,1.1987072e-15
0.29,1.1854984e-15
0.295,1.374285e-15
0.3,1.7870584e-15
0.305,1.8744943e-15
0.31,1.9804272e-15
0.315,2.1527242e-15
0.32,2.237013e-15
0.325,2.6740447e-15
0.33,3.0332946e-15
0.335,3.2467358e-15
0.34,3.5931757e-15
0.345,3.9490087e-15
0.35,4.3826439e-15
0.355,4.8972093e-15
0.36,5.4558412e-15
0.365,6.2241657e-15
0.37,6.9792141e-15
0.375,7.4867176e-15
0.38,8.5202048e-15
0.385,9.368676e-15
0.39,1.0498459e-14
0.395,1.1481576e-14
0.4,1.2755459e-14
0.405,1.4226065e-14
0.41,1.5709775e-14
0.415,1.7571274e-14
0.42,1.9460302e-14
0.425,2.1428067e-14
0.43,2.4240172e-14
0.435,2.681048e-14
0.44,2.9768158e-14
0.445,3.3362168e-14
0.45,3.703796e-14
0.455,4.1093643e-14
0.46,4.5673916e-14
0.465,5.0791585e-14
0.47,5.6754975e-14
0.475,6.2825517e-14
0.48,7.0050721e-14
0.485,7.8090793e-14
0.49,8.7033407e-14
0.495,9.6612828e-14
0.5,1.0775006e-13
0.505,1.2001143e-13
0.51,1.3326932e-13
0.515,1.4871558e-13
0.52,1.6556774e-13
0.525,1.8431552e-13
0.53,2.0506211e-13
0.535,2.2833201e-13
0.54,2.5453239e-13
0.545,2.8348874e-13
0.55,3.1584003e-13
0.555,3.5179755e-13
0.56,3.9190255e-13
0.565,4.364864e-13
0.57,4.8646486e-13
0.575,5.4207602e-13
0.58,6.0383358e-13
0.585,6.7296525e-13
0.59,7.4988391e-13
0.595,8.356746e-13
0.6,9.3101006e-13
0.605,1.0377495e-12
0.61,1.156491e-12
0.615,1.2889073e-12
0.62,1.436598e-12
0.625,1.6012206e-12
0.63,1.784919e-12
0.635,1.9893752e-12
0.64,2.217489e-12
0.645,2.4713706e-12
0.65,2.754762e-12
0.655,3.0701827e-12
0.66,3.4222894e-12
0.665,3.8141932e-12
0.67,4.250955e-12
0.675,4.7380206e-12
0.68,5.2806618e-12
0.685,5.8850805e-12
0.69,6.5585126e-12
0.695,7.308488e-12
0.7,8.1439825e-12
0.705,9.0742824e-12
0.71,1.0110349e-11
0.715,1.1263833e-11
0.72,1.2548014e-11
0.725,1.3977288e-11
0.73,1.5568001e-11
0.735,1.7337718e-11
0.74,1.930626e-11
0.745,2.1496115e-11
0.75,2.3931154e-11
0.755,2.663825e-11
0.76,2.9646857e-11
0.765,3.2989995e-11
0.77,3.6703842e-11
0.775,4.0828703e-11
0.78,4.5407714e-11
0.785,5.0489865e-11
0.79,5.6129413e-11
0.795,6.2383904e-11
0.8,6.9319326e-11
0.805,7.7006497e-11
0.81,8.5523125e-11
0.815,9.495586e-11
0.82,1.0539852e-10
0.825,1.1695506e-10
0.83,1.2973805e-10
0.835,1.4387215e-10
0.84,1.5949252e-10
0.845,1.7674751e-10
0.85,1.958e-10
0.855,2.1682588e-10
0.86,2.400183e-10
0.865,2.6558811e-10
0.87,2.937636e-10
0.875,3.247946e-10
0.88,3.5895179e-10
0.885,3.9652999e-10
0.89,4.3784869e-10
0.895,4.8325535e-10
0.9,5.3312533e-10
0.905,5.8786661e-10
0.91,6.4791961e-10
0.915,7.1376123e-10
0.92,7.8590687e-10
0.925,8.6491302e-10
0.93,9.5137936e-10
0.935,1.0459535e-09
0.94,1.1493323e-09
0.945,1.2622657e-09
0.95,1.3855603e-09
0.955,1.5200832e-09
0.96,1.6667647e-09
0.965,1.8266032e-09
0.97,2.0006683e-09
0.975,2.1901051e-09
0.98,2.3961398e-09
0.985,2.6200823e-09
0.99,2.863331e-09
0.995,3.1273791e-09
1.0,3.4138173e-09
1.005,3.7243386e-09
1.01,4.0607445e-09
1.015,4.4249485e-09
1.02,4.8189822e-09
1.025,5.244998e-09
1.03,5.7052752e-09
1.035,6.2022223e-09
1.04,6.7383833e-09
1.045,7.3164401e-09
1.05,7.9392144e-09
1.055,8.6096729e-09
1.06,9.3309265e-09
1.065,1.0106233e-08
1.07,1.0938997e-08
1.075,1.1832767e-08
1.08,1.2791238e-08
1.085,1.3818244e-08
1.09,1.4917753e-08
1.095,1.6093865e-08
1.1,1.73508e-08
1.105,1.8692889e-08
1.11,2.0124567e-08
1.115,2.1650355e-08
1.12,2.3274849e-08
1.125,2.5002704e-08
1.13,2.6838615e-08
1.135,2.8787303e-08
1.14,3.0853493e-08
1.145,3.3041897e-08
1.15,3.5357198e-08
1.155,3.7804025e-08
1.16,4.0386944e-08
1.165,4.3110437e-08
1.17,4.5978888e-08
1.175,4.8996574e-08
1.18,5.2167656e-08
1.185,5.5496165e-08
1.19,5.8986005e-08
1.195,6.2640946e-08
1.2,6.6464625e-08
1.205,7.046055e-08
1.21,7.4632097e-08
1.215,7.8982526e-08
1.22,8.3514975e-08
1.225,8.8232478e-08
1.23,9.3137965e-08
1.235,9.8234275e-08
1.24,1.0352416e-07
1.245,1.0901029e-07
1.25,1.1469527e-07
1.255,1.2058165e-07
1.26,1.2667189e-07
1.265,1.3296843e-07
1.27,1.3947364e-07
1.275,1.4618985e-07
1.28,1.5311936e-07
1.285,1.6026441e-07
1.29,1.6762722e-07
1.295,1.7520996e-07
1.3,1.8301477e-07
1.305,1.9104377e-07
1.31,1.9929903e-07
1.315,2.0778259e-07
1.32,2.1649645e-07
1.325,2.254426e-07
1.33,2.3462297e-07
1.335,2.4403948e-07
1.34,2.5369399e-07
1.345,2.6358835e-07
1.35,2.7372437e-07
1.355,2.8410381e-07
1.36,2.9472841e-07
1.365,3.0559986e-07
1.37,3.1671984e-07
1.375,3.2808997e-07
1.38,3.3971184e-07
1.385,3.51587e-07
1.39,3.6371698e-07
1.395,3.7610325e-07
1.4,3.8874726e-07
1.405,4.0165041e-07
1.41,4.1481407e-07
1.415,4.2823959e-07
1.42,4.4192825e-07
1.425,4.5588131e-07
1.43,4.7010001e-07
1.435,4.8458552e-07
1.44,4.9933901e-07
1.445,5.1436159e-07
1.45,5.2965433e-07
1.455,5.4521829e-07
1.46,5.6105448e-07
1.465,5.7716387e-07
1.47,5.9354742e-07
1.475,6.1020602e-07
1.48,6.2714057e-07
1.485,6.4435189e-07
1.49,6.618408e-07
1.495,6.7960809e-07
1.5,6.976545e-07
