gate_V,drain_TotalCurrent_A
0.0,2.4358375e-15
-0.005,2.3480375e-15
-0.01,2.3984934e-15
-0.015,2.3110106e-15
-0.02,1.9836565e-15
-0.025,1.8752939e-15
-0.03,1.934906e-15
-0.035,1.4670418e-15
-0.04,1.7742238e-15
-0.045,1.9286503e-15
-0.05,1.5740767e-15
-0.055,1.4949456e-15
-0.06,1.5167509e-15
-0.065,1.0709865e-15
-0.07,1.7106875e-15
-0.075,1.5973288e-15
-0.08,1.7519341e-15
-0.085,1.8113171e-15
-0.09,1.3190227e-15
-0.095,1.1853594e-15
-0.1,1.8469052e-15
-0.105,9.516086200000001e-16
-0.11,1.1190321e-15
-0.115,1.039205e-15
-0.12,1.3977141e-15
-0.125,1.4471092e-15
-0.13,1.603602e-15
-0.135,8.6336467e-16
-0.14,1.1033695e-15
-0.145,1.0072155e-15
-0.15,1.3248202e-15
-0.155,6.884395e-16
-0.16,1.2574072e-15
-0.165,7.811626500000001e-16
-0.17,8.1840382e-16
-0.175,1.3243906e-15
-0.18,9.640535700000001e-16
-0.185,9.7005322e-16
-0.19,9.017445500000001e-16
-0.195,9.143755e-16
-0.2,1.1466779e-15
-0.205,8.470551800000001e-16
-0.21,9.909942800000002e-16
-0.215,9.506733200000001e-16
-0.22,1.1756868e-15
-0.225,9.5869888e-16
-0.23,7.828143300000001e-16
-0.235,1.2141306e-15
-0.24,9.0307439e-16
-0.245,9.673777300000002e-16
-0.25,8.8216483e-16
-0.255,1.0551347e-15
-0.26,1.1708183e-15
-0.265,5.2068983e-16
-0.27,1.3026077e-15
-0.275,1.0099124e-15
-0.28,9.941227700000002e-16
-0.285,6.803173200000001e-16
-0.29,9.8811114e-16
-0.295,9.1054643e-16
-0.3,8.8912306e-16
-0.305,1.0544522e-15
-0.31,1.2400345e-15
-0.315,8.343667e-16
-0.32,1.1543029e-15
-0.325,1.5083669e-15
-0.33,1.0699627e-15
-0.335,7.487756500000001e-16
-0.34,1.0529052e-15
-0.345,6.5896018e-16
-0.35,4.2485982000000005e-16
-0.355,1.4796078e-15
-0.36,1.1316891e-15
-0.365,8.897207e-16
-0.37,1.4763522e-15
-0.375,1.1128367e-15
-0.38,1.3702808e-15
-0.385,1.3127987e-15
-0.39,1.2814772e-15
-0.395,1.1642255e-15
-0.4,1.2089005e-15
-0.405,9.812137e-16
-0.41,1.6432566e-15
-0.415,1.5055344e-15
-0.42,1.4034248e-15
-0.425,1.2289425e-15
-0.43,1.2049143e-15
-0.435,1.2542474e-15
-0.44,1.7669024e-15
-0.445,1.5045728e-15
-0.45,1.5310584e-15
-0.455,1.5875047e-15
-0.46,1.7090886e-15
-0.465,1.9075663e-15
-0.47,1.4588316e-15
-0.475,1.7820981e-15
-0.48,1.8166487e-15
-0.485,1.7878028e-15
-0.49,2.2433656e-15
-0.495,2.0781616e-15
-0.5,1.9944874e-15
-0.505,2.4291741e-15
-0.51,2.0414638e-15
-0.515,2.7735894e-15
-0.52,3.0615717e-15
-0.525,2.8968887e-15
-0.53,2.9399925e-15
-0.535,3.2573201e-15
-0.54,2.81918e-15
-0.545,3.0862203e-15
-0.55,3.3509297e-15
-0.555,3.4427618e-15
-0.56,3.7699628e-15
-0.565,3.9952809e-15
-0.57,3.7692348e-15
-0.575,3.8946671e-15
-0.58,4.2745149e-15
-0.585,4.3970285e-15
-0.59,4.4483441e-15
-0.595,4.776677e-15
-0.6,5.518527e-15
-0.605,5.1805017e-15
-0.61,5.7885265e-15
-0.615,5.9521372e-15
-0.62,5.7495285e-15
-0.625,5.9731468e-15
-0.63,6.317286e-15
-0.635,6.6896893e-15
-0.64,7.1638877e-15
-0.645,7.3846487e-15
-0.65,7.6270811e-15
-0.655,8.208492e-15
-0.66,8.339678e-15
-0.665,9.1177335e-15
-0.67,8.7467678e-15
-0.675,9.2483434e-15
-0.68,9.9363792e-15
-0.685,1.0090947e-14
-0.69,1.0776962e-14
-0.695,1.082752e-14
-0.7,1.1482812e-14
