gate_V,drain_TotalCurrent_A
0.0,4.863999400000001e-16
-0.005,-3.3419244e-16
-0.01,-4.6578628e-16
-0.015,2.742432e-16
-0.02,-3.8302622e-17
-0.025,1.072231e-16
-0.03,6.9704443e-17
-0.035,4.0167828e-16
-0.04,2.6205997e-16
-0.045,4.0887607e-17
-0.05,3.1106403000000003e-16
-0.055,8.7536672e-17
-0.06,-3.352077e-16
-0.065,1.9515707e-16
-0.07,2.0379222000000002e-16
-0.075,2.2185226e-16
-0.08,1.9356388000000002e-16
-0.085,5.186828600000001e-16
-0.09,3.5105816e-17
-0.095,1.6821247000000002e-16
-0.1,1.3595977e-17
-0.105,-1.109742e-17
-0.11,2.5329596000000003e-16
-0.115,3.3024797e-16
-0.12,1.8365623000000002e-16
-0.125,-2.955579e-17
-0.13,3.8121977000000005e-16
-0.135,5.959745900000001e-16
-0.14,1.0261499000000001e-17
-0.145,2.9354688e-17
-0.15,-2.9531702000000003e-16
-0.155,-4.1788888000000003e-16
-0.16,-3.7680896000000004e-16
-0.165,1.0731728000000001e-16
-0.17,2.3888437e-16
-0.175,1.2464381000000002e-16
-0.18,9.900196000000001e-17
-0.185,6.123344500000001e-17
-0.19,1.9081277e-16
-0.195,-1.5328048e-16
-0.2,2.1707914000000003e-16
-0.205,1.5089406e-17
-0.21,1.8984377e-16
-0.215,2.8347208e-16
-0.22,-2.2891864e-17
-0.225,3.1312078e-17
-0.23,-2.218758e-16
-0.235,9.568544e-17
-0.24,4.2509877e-16
-0.245,4.4259672000000003e-16
-0.25,3.1998191000000003e-16
-0.255,-3.3900551000000003e-16
-0.26,1.6726524000000002e-16
-0.265,3.7269609000000004e-16
-0.27,1.8132634000000002e-16
-0.275,5.2063767e-16
-0.28,2.1297039000000002e-16
-0.285,7.14187e-17
-0.29,5.474794300000001e-16
-0.295,4.2614384000000006e-16
-0.3,1.530158e-16
-0.305,-2.8327191e-17
-0.31,1.2076225e-16
-0.315,1.56283e-16
-0.32,-2.5844049000000002e-16
-0.325,5.770966500000001e-16
-0.33,-2.7477558e-16
-0.335,2.0539258000000002e-16
-0.34,2.1876616000000003e-16
-0.345,5.5328208e-16
-0.35,4.4936504e-16
-0.355,-8.0342231e-17
-0.36,3.9934e-16
-0.365,5.807661600000001e-16
-0.37,1.427295e-16
-0.375,9.9813148e-17
-0.38,5.1024418e-16
-0.385,2.5301492000000004e-16
-0.39,4.8057607e-16
-0.395,2.7634744e-16
-0.4,8.300433600000001e-16
-0.405,4.7388436e-16
-0.41,3.5842048000000003e-16
-0.415,3.0491379e-16
-0.42,6.891553200000001e-16
-0.425,3.9551561e-16
-0.43,8.532118e-16
-0.435,7.3051588e-16
-0.44,9.7976588e-16
-0.445,8.3134091e-16
-0.45,8.3937892e-16
-0.455,5.725112100000001e-16
-0.46,7.479328700000001e-16
-0.465,1.1125875e-15
-0.47,9.6531583e-16
-0.475,1.281265e-15
-0.48,8.509037600000001e-16
-0.485,1.2162937e-15
-0.49,1.1158444e-15
-0.495,1.3529171e-15
-0.5,1.5570042e-15
-0.505,1.4781482e-15
-0.51,1.8417397e-15
-0.515,1.6861688e-15
-0.52,1.7560374e-15
-0.525,2.2235012e-15
-0.53,2.3919848e-15
-0.535,2.337216e-15
-0.54,2.3174278e-15
-0.545,2.1541971e-15
-0.55,2.6508332e-15
-0.555,2.4351522e-15
-0.56,2.5980985e-15
-0.565,2.5947458e-15
-0.57,2.8913117e-15
-0.575,3.0609539e-15
-0.58,3.3174991e-15
-0.585,3.6312847e-15
-0.59,3.8574676e-15
-0.595,4.0470564e-15
-0.6,4.0868303e-15
-0.605,4.4640445e-15
-0.61,4.6099062e-15
-0.615,4.6120316e-15
-0.62,5.3109252e-15
-0.625,5.0347577e-15
-0.63,5.9750808e-15
-0.635,5.4606519e-15
-0.64,6.0678252e-15
-0.645,6.3636416e-15
-0.65,6.5236415e-15
-0.655,6.5796879e-15
-0.66,7.2525772e-15
-0.665,8.0139582e-15
-0.67,8.1116615e-15
-0.675,8.8252669e-15
-0.68,8.8306375e-15
-0.685,9.2812318e-15
-0.69,1.0225129e-14
-0.695,1.0138422e-14
-0.7,1.0550537e-14
