drain TotalCurrent(IdVg_R1_n17_des) X,drain TotalCurrent(IdVg_R1_n17_des) Y
1.36,2.9473342e-07
1.365,3.0560519e-07
1.37,3.167255e-07
1.375,3.2809598e-07
1.38,3.3971821e-07
1.385,3.5159376e-07
1.39,3.6372414e-07
1.395,3.7611084e-07
1.4,3.8875529e-07
1.405,4.0165891e-07
1.41,4.1482307e-07
1.415,4.2824909e-07
1.42,4.4193829e-07
1.425,4.5589192e-07
1.43,4.7011121e-07
1.435,4.8459734e-07
1.44,4.9935147e-07
1.445,5.1437472e-07
1.45,5.2966817e-07
1.455,5.4523287e-07
1.46,5.6106982e-07
1.465,5.7718002e-07
1.47,5.9356439e-07
1.475,6.1022387e-07
1.48,6.2715931e-07
1.485,6.4437157e-07
1.49,6.6186147e-07
1.495,6.7962978e-07
1.5,6.9767724e-07

