drain TotalCurrent(IdVg_R1_n40_des) X,drain TotalCurrent(IdVg_R1_n40_des) Y
0.82,1.0526759e-10
0.825,1.1681076e-10
0.83,1.2957981e-10
0.835,1.436979e-10
0.84,1.5930141e-10
0.845,1.7653786e-10
0.85,1.9556972e-10
0.855,2.1657321e-10
0.86,2.3974151e-10
0.865,2.6528453e-10
0.87,2.9343154e-10
0.875,3.2443074e-10
0.88,3.5855412e-10
0.885,3.9609491e-10
0.89,4.3737321e-10
0.895,4.8273576e-10
0.9,5.3255828e-10
0.905,5.8724768e-10
0.91,6.472446e-10
0.915,7.1302551e-10
0.92,7.8510534e-10
0.925,8.6404054e-10
0.93,9.5043026e-10
0.935,1.0449212e-09
0.94,1.1482107e-09
0.945,1.2610475e-09
0.95,1.384238e-09
0.955,1.5186487e-09
0.96,1.6652097e-09
0.965,1.8249183e-09
0.97,1.9988436e-09
0.975,2.1881307e-09
0.98,2.3940047e-09
0.985,2.6177744e-09
0.99,2.8608387e-09
0.995,3.1246888e-09
1,3.4109147e-09
1.005,3.7212091e-09
1.01,4.0573729e-09
1.015,4.4213184e-09
1.02,4.815076e-09
1.025,5.2407977e-09
1.03,5.7007605e-09
1.035,6.1973737e-09
1.04,6.7331791e-09
1.045,7.3108575e-09
1.05,7.9332304e-09
1.055,8.6032619e-09
1.06,9.3240627e-09
1.065,1.0098889e-08
1.07,1.0931144e-08
1.075,1.1824376e-08
1.08,1.2782277e-08
1.085,1.3808681e-08
1.09,1.4907554e-08
1.095,1.6082994e-08
1.1,1.733922e-08
1.105,1.8680563e-08
1.11,2.0111455e-08
1.115,2.1636416e-08
1.12,2.326004e-08
1.125,2.4986981e-08
1.13,2.6821933e-08
1.135,2.8769615e-08
1.14,3.0834751e-08
1.145,3.3022052e-08
1.15,3.5336198e-08
1.155,3.7781819e-08
1.16,4.0363479e-08
1.165,4.3085657e-08
1.17,4.5952738e-08
1.175,4.8968999e-08
1.18,5.2138597e-08
1.185,5.5465564e-08
1.19,5.8953802e-08
1.195,6.2607081e-08
1.2,6.6429039e-08
1.205,7.0423179e-08
1.21,7.4592882e-08
1.215,7.8941402e-08
1.22,8.3471881e-08
1.225,8.8187351e-08
1.23,9.3090742e-08
1.235,9.8184891e-08
1.24,1.0347255e-07
1.245,1.089564e-07
1.25,1.1463903e-07
1.255,1.2052299e-07
1.26,1.2661075e-07
1.265,1.3290474e-07
1.27,1.3940735e-07
1.275,1.4612089e-07
1.28,1.5304767e-07
1.285,1.6018992e-07
1.29,1.6754987e-07
1.295,1.7512969e-07
1.3,1.8293152e-07
1.305,1.9095747e-07
1.31,1.9920962e-07
1.315,2.0769e-07
1.32,2.1640063e-07
1.325,2.2534349e-07
1.33,2.345205e-07
1.335,2.4393359e-07
1.34,2.5358462e-07
1.345,2.6347545e-07
1.35,2.7360786e-07
1.355,2.8398364e-07
1.36,2.9460452e-07
1.365,3.054722e-07
1.37,3.1658835e-07
1.375,3.2795458e-07
1.38,3.395725e-07
1.385,3.5144365e-07
1.39,3.6356956e-07
1.395,3.759517e-07
1.4,3.8859153e-07
1.405,4.0149044e-07
1.41,4.1464982e-07
1.415,4.2807098e-07
1.42,4.4175524e-07
1.425,4.5570385e-07
1.43,4.6991804e-07
1.435,4.8439899e-07
1.44,4.9914787e-07
1.445,5.1416578e-07
1.45,5.2945381e-07
1.455,5.45013e-07
1.46,5.6084437e-07
1.465,5.769489e-07
1.47,5.9332753e-07
1.475,6.0998117e-07
1.48,6.269107e-07
1.485,6.4411697e-07
1.49,6.6160078e-07
1.495,6.7936292e-07
1.5,6.9740413e-07

