drain TotalCurrent(IdVg_R1_n5_des) X,drain TotalCurrent(IdVg_R1_n5_des) Y
0,1.0357471e-17
0.005,4.0153868e-17
0.01,3.3668836e-17
0.015,1.2003078e-17
0.02,3.8498746e-17
0.025,-3.1305596e-18
0.03,-2.0259723e-17
0.035,-2.4336617e-17
0.04,5.8172281e-18
0.045,-9.4341666e-19
0.05,-1.2242812e-17
0.055,3.9983934e-17
0.06,3.3350615e-17
0.065,2.8372345e-17
0.07,-2.2992002e-18
0.075,-6.3001633e-18
0.08,8.6049419e-18
0.085,2.4124945e-18
0.09,3.2833756e-17
0.095,2.5410711e-17
0.1,5.2156112e-17
0.105,3.8353377e-17
0.11,4.9104139e-17
0.115,1.833317e-17
0.12,2.2634413e-17
0.125,1.7213184e-17
0.13,7.3714991e-17
0.135,6.6510436e-17
0.14,2.2431265e-17
0.145,6.1013895e-17
0.15,6.6194318e-17
0.155,9.5207282e-17
0.16,9.9802517e-17
0.165,9.8268882e-17
0.17,1.0781923e-16
0.175,1.351107e-16
0.18,1.7012557e-16
0.185,1.6967862e-16
0.19,1.7073864e-16
0.195,1.8433527e-16
0.2,2.0919382e-16
0.205,2.4601426e-16
0.21,3.0922881e-16
0.215,2.8602206e-16
0.22,3.3755774e-16
0.225,4.0975613e-16
0.23,4.0343652e-16
0.235,4.4176723e-16
0.24,5.0714334e-16
0.245,5.9084912e-16
0.25,6.0557489e-16
0.255,7.5326542e-16
0.26,7.5341096e-16
0.265,8.5054099e-16
0.27,9.2128738e-16
0.275,1.0494582e-15
0.28,1.1701516e-15
0.285,1.2822547e-15
0.29,1.4151421e-15
0.295,1.6154732e-15
0.3,1.808624e-15
0.305,2.0047136e-15
0.31,2.2262629e-15
0.315,2.42929e-15
0.32,2.7577823e-15
0.325,3.0388183e-15
0.33,3.3162905e-15
0.335,3.7094594e-15
0.34,4.1148262e-15
0.345,4.5831867e-15
0.35,5.1449902e-15
0.355,5.7140022e-15
0.36,6.3862986e-15
0.365,7.0704313e-15
0.37,7.8775825e-15
0.375,8.7367262e-15
0.38,9.7484153e-15
0.385,1.0865701e-14
0.39,1.2010331e-14
0.395,1.3379217e-14
0.4,1.4955663e-14
0.405,1.6611596e-14
0.41,1.8547578e-14
0.415,2.0655815e-14
0.42,2.2991417e-14
0.425,2.5628475e-14
0.43,2.8503911e-14
0.435,3.1793659e-14
0.44,3.5412188e-14
0.445,3.9448416e-14
0.45,4.393362e-14
0.455,4.8957456e-14
0.46,5.4622825e-14
0.465,6.08764e-14
0.47,6.7906549e-14
0.475,7.562895e-14
0.48,8.4350851e-14
0.485,9.4062058e-14
0.49,1.0489662e-13
0.495,1.1695839e-13
0.5,1.3048721e-13
0.505,1.455133e-13
0.51,1.6227194e-13
0.515,1.810788e-13
0.52,2.0195203e-13
0.525,2.2533557e-13
0.53,2.5135557e-13
0.535,2.8049587e-13
0.54,3.1299084e-13
0.545,3.4922068e-13
0.55,3.8966596e-13
0.555,4.3487409e-13
0.56,4.8541235e-13
0.565,5.4172331e-13
0.57,6.0462903e-13
0.575,6.7485701e-13
0.58,7.5332998e-13
0.585,8.4088495e-13
0.59,9.3873174e-13
0.595,1.0479497e-12
0.6,1.1699393e-12
0.605,1.3060658e-12
0.61,1.4581794e-12
0.615,1.6279807e-12
0.62,1.8176249e-12
0.625,2.0294369e-12
0.63,2.2658233e-12
0.635,2.5299241e-12
0.64,2.824733e-12
0.645,3.1538628e-12
0.65,3.5214138e-12
0.655,3.9316907e-12
0.66,4.3898284e-12
0.665,4.9011949e-12
0.67,5.4720763e-12
0.675,6.1092511e-12
0.68,6.8204785e-12
0.685,7.614171e-12
0.69,8.4998233e-12
0.695,9.4880486e-12
0.7,1.0590695e-11
0.705,1.1820723e-11
0.71,1.3192649e-11
0.715,1.4722729e-11
0.72,1.6428897e-11
0.725,1.8331081e-11
0.73,2.0451521e-11
0.735,2.2814814e-11
0.74,2.5448184e-11
0.745,2.8381886e-11
0.75,3.1649577e-11
0.755,3.5288293e-11
0.76,3.9339212e-11
0.765,4.3847897e-11
0.77,4.8864734e-11
