drain TotalCurrent(IdVg_R1_n5_des) X,drain TotalCurrent(IdVg_R1_n5_des) Y
0.775,5.4445252e-11
0.78,6.0651174e-11
0.785,6.7550226e-11
0.79,7.521737e-11
0.795,8.37353e-11
0.8,9.3194934e-11
0.805,1.0369654e-10
0.81,1.1535055e-10
0.815,1.282781e-10
0.82,1.4261267e-10
0.825,1.5850071e-10
0.83,1.7610281e-10
0.835,1.9559522e-10
0.84,2.1717102e-10
0.845,2.4104156e-10
0.85,2.6743827e-10
0.855,2.9661397e-10
0.86,3.2884495e-10
0.865,3.6443285e-10
0.87,4.0370659e-10
0.875,4.4702465e-10
0.88,4.9477767e-10
0.885,5.4739051e-10
0.89,6.0532526e-10
0.895,6.6908382e-10
0.9,7.3921131e-10
0.905,8.1629897e-10
0.91,9.0098733e-10
0.915,9.9397045e-10
0.92,1.0959991e-09
0.925,1.2078853e-09
0.93,1.330506e-09
0.935,1.4648078e-09
0.94,1.6118118e-09
0.945,1.772618e-09
0.95,1.9484107e-09
0.955,2.140464e-09
0.96,2.350147e-09
0.965,2.5789294e-09
0.97,2.8283881e-09
0.975,3.1002125e-09
0.98,3.3962116e-09
0.985,3.7183195e-09
0.99,4.0686029e-09
0.995,4.4492667e-09
1,4.8626614e-09
1.005,5.311289e-09
1.01,5.7978098e-09
1.015,6.3250488e-09
1.02,6.8960013e-09
1.025,7.5138384e-09
1.03,8.181913e-09
1.035,8.903763e-09
1.04,9.6831163e-09
1.045,1.0523892e-08
1.05,1.1430205e-08
1.055,1.2406363e-08
1.06,1.3456867e-08
1.065,1.4586409e-08
1.07,1.5799868e-08
1.075,1.7102302e-08
1.08,1.849894e-08
1.085,1.9995173e-08
1.09,2.1596537e-08
1.095,2.33087e-08
1.1,2.5137445e-08
1.105,2.7088649e-08
1.11,2.9168258e-08
1.115,3.1382268e-08
1.12,3.3736698e-08
1.125,3.6237561e-08
1.13,3.8890843e-08
1.135,4.1702473e-08
1.14,4.46783e-08
1.145,4.7824065e-08
1.15,5.1145385e-08
1.155,5.4647729e-08
1.16,5.8336405e-08
1.165,6.2216543e-08
1.17,6.629309e-08
1.175,7.0570799e-08
1.18,7.505423e-08
1.185,7.9747748e-08
1.19,8.4655525e-08
1.195,8.9781549e-08
1.2,9.5129628e-08
1.205,1.007034e-07
1.21,1.0650634e-07
1.215,1.1254178e-07
1.22,1.1881289e-07
1.225,1.2532275e-07
1.23,1.3207427e-07
1.235,1.3907028e-07
1.24,1.463135e-07
1.245,1.5380656e-07
1.25,1.6155197e-07
1.255,1.695522e-07
1.26,1.7780961e-07
1.265,1.8632648e-07
1.27,1.9510505e-07
1.275,2.0414745e-07
1.28,2.1345578e-07
1.285,2.2303204e-07
1.29,2.3287818e-07
1.295,2.429961e-07
1.3,2.5338761e-07
1.305,2.6405447e-07
1.31,2.7499837e-07
1.315,2.8622096e-07
1.32,2.977238e-07
1.325,3.095084e-07
1.33,3.2157619e-07
1.335,3.3392858e-07
1.34,3.4656687e-07
1.345,3.5949233e-07
1.35,3.7270616e-07
1.355,3.8620948e-07
1.36,4.0000338e-07
1.365,4.1408887e-07
1.37,4.2846691e-07
1.375,4.4313839e-07
1.38,4.5810416e-07
1.385,4.73365e-07
1.39,4.8892164e-07
1.395,5.0477474e-07
1.4,5.2092493e-07
1.405,5.3737276e-07
1.41,5.5411876e-07
1.415,5.7116339e-07
1.42,5.8850706e-07
1.425,6.0615013e-07
1.43,6.2409293e-07
1.435,6.4233574e-07
1.44,6.6087878e-07
1.445,6.7972225e-07
1.45,6.9886629e-07
1.455,7.1831102e-07
1.46,7.3805651e-07
1.465,7.581028e-07
1.47,7.7844989e-07
1.475,7.9909775e-07
1.48,8.2004632e-07
1.485,8.412955e-07
1.49,8.6284518e-07
1.495,8.846952e-07
1.5,9.0684539e-07

