drain TotalCurrent(IdVg_R1_n32_des) X,drain TotalCurrent(IdVg_R1_n32_des) Y
0,-4.2335815e-17
0.005,5.3012912e-17
0.01,-1.2560426e-16
0.015,2.2101071e-16
0.02,2.9696712e-16
0.025,1.8509586e-17
0.03,-1.2917145e-17
0.035,4.827681e-17
0.04,6.0527517e-17
0.045,-1.9821822e-18
0.05,-4.7559632e-19
0.055,-1.2428692e-16
0.06,-1.8466763e-16
0.065,-4.8039332e-17
0.07,7.6686514e-17
0.075,9.6771613e-17
0.08,-4.3861584e-17
0.085,-2.0889045e-16
0.09,2.3543637e-17
0.095,-8.4854808e-17
0.1,-4.3190836e-17
0.105,-4.7896251e-18
0.11,1.8813835e-17
0.115,5.1950553e-17
0.12,8.3565108e-17
0.125,-1.6258828e-17
0.13,-9.2185047e-17
0.135,-3.8034964e-18
0.14,-8.4521526e-18
0.145,7.5622932e-17
0.15,7.0851186e-17
0.155,3.2879156e-17
0.16,-6.4549183e-17
0.165,4.8021843e-17
0.17,2.5495723e-16
0.175,4.3296448e-17
0.18,1.1499566e-16
0.185,1.0814127e-16
0.19,1.9233031e-16
0.195,3.9214086e-16
0.2,3.0652502e-16
0.205,3.371086e-16
0.21,2.7529149e-16
0.215,2.5346225e-16
0.22,4.2408179e-16
0.225,4.3748888e-16
0.23,4.6481052e-16
0.235,4.3212471e-16
0.24,3.6020907e-16
0.245,6.7625825e-16
0.25,6.1905914e-16
0.255,6.0328449e-16
0.26,6.3569395e-16
0.265,1.0254598e-15
0.27,9.3401236e-16
0.275,1.0529512e-15
0.28,1.0556312e-15
0.285,1.0436904e-15
0.29,1.3001013e-15
0.295,1.4994685e-15
0.3,1.6597006e-15
0.305,1.6600686e-15
0.31,2.063112e-15
0.315,2.1405648e-15
0.32,2.2239719e-15
0.325,2.6097461e-15
0.33,3.0198385e-15
0.335,3.255094e-15
0.34,3.5767725e-15
0.345,4.1519135e-15
0.35,4.4430896e-15
0.355,4.9066322e-15
0.36,5.6587441e-15
0.365,6.0165842e-15
0.37,7.0488038e-15
0.375,7.5911707e-15
0.38,8.4762857e-15
0.385,9.4869552e-15
0.39,1.0470198e-14
0.395,1.1236737e-14
0.4,1.2837626e-14
0.405,1.3987169e-14
0.41,1.5806971e-14
0.415,1.7628334e-14
0.42,1.9430374e-14
0.425,2.182053e-14
0.43,2.4285803e-14
0.435,2.6787738e-14
0.44,2.9507838e-14
0.445,3.3306106e-14
0.45,3.692183e-14
0.455,4.0942998e-14
0.46,4.5898399e-14
0.465,5.1072767e-14
0.47,5.6796043e-14
0.475,6.2827256e-14
0.48,7.0025417e-14
0.485,7.7897265e-14
0.49,8.6858134e-14
0.495,9.6661707e-14
0.5,1.0766152e-13
0.505,1.1985303e-13
0.51,1.3347636e-13
0.515,1.4865157e-13
0.52,1.6559879e-13
0.525,1.8428569e-13
0.53,2.0512291e-13
0.535,2.2842448e-13
0.54,2.5435283e-13
0.545,2.8323264e-13
0.55,3.1562321e-13
0.555,3.5185394e-13
0.56,3.9182409e-13
0.565,4.3641088e-13
0.57,4.865033e-13
0.575,5.4198851e-13
0.58,6.0380095e-13
0.585,6.7289099e-13
0.59,7.4998707e-13
0.595,8.3561765e-13
0.6,9.31211e-13
0.605,1.0378833e-12
0.61,1.1566376e-12
0.615,1.2892468e-12
0.62,1.4368345e-12
0.625,1.6012635e-12
0.63,1.7849065e-12
0.635,1.9893032e-12
0.64,2.2173356e-12
0.645,2.4714097e-12
0.65,2.7545289e-12
0.655,3.0702462e-12
0.66,3.4222432e-12
0.665,3.8145245e-12
0.67,4.2512129e-12
0.675,4.7384141e-12
0.68,5.2806588e-12
0.685,5.8853179e-12
0.69,6.5586771e-12
0.695,7.3087512e-12
0.7,8.1441451e-12
0.705,9.0745107e-12
0.71,1.0110764e-11
0.715,1.1264238e-11
0.72,1.2548252e-11
0.725,1.3977859e-11
0.73,1.5568493e-11
0.735,1.7338087e-11
0.74,1.9307299e-11
0.745,2.1496944e-11
0.75,2.3932143e-11
0.755,2.6639209e-11
0.76,2.9647951e-11
0.765,3.2991222e-11
0.77,3.6705248e-11
0.775,4.0829659e-11
0.78,4.5409064e-11
0.785,5.0491641e-11
0.79,5.613092e-11
0.795,6.2385895e-11
0.8,6.9321133e-11
0.805,7.7008211e-11
0.81,8.5525305e-11
0.815,9.4957921e-11
0.82,1.0540088e-10
0.825,1.1695767e-10
0.83,1.2974108e-10
0.835,1.4387492e-10
0.84,1.5949561e-10
0.845,1.7675107e-10
0.85,1.9580347e-10
0.855,2.1682944e-10
0.86,2.4002253e-10
0.865,2.6559231e-10
0.87,2.9376798e-10
0.875,3.2479918e-10
0.88,3.5895704e-10
0.885,3.9653541e-10
0.89,4.3785456e-10
0.895,4.8326121e-10
0.9,5.3313175e-10
0.905,5.878733e-10
0.91,6.4792643e-10
0.915,7.1376864e-10
0.92,7.8591499e-10
0.925,8.6492148e-10
0.93,9.5138858e-10
0.935,1.0459634e-09
0.94,1.1493426e-09
0.945,1.2622766e-09
0.95,1.3855723e-09
0.955,1.5200958e-09
0.96,1.6667782e-09
0.965,1.8266173e-09
0.97,2.000683e-09
0.975,2.190121e-09
0.98,2.396157e-09
0.985,2.6201005e-09
0.99,2.8633505e-09
0.995,3.1273999e-09
1,3.413839e-09
1.005,3.7243615e-09
1.01,4.0607687e-09
1.015,4.4249745e-09
1.02,4.8190102e-09
1.025,5.2450279e-09
1.03,5.7053065e-09
1.035,6.2022558e-09
1.04,6.7384194e-09
1.045,7.3164781e-09
1.05,7.9392548e-09
1.055,8.609716e-09
1.06,9.3309723e-09
1.065,1.0106282e-08
1.07,1.0939048e-08
1.075,1.1832823e-08
1.08,1.2791297e-08
1.085,1.3818307e-08
1.09,1.491782e-08
1.095,1.6093937e-08
1.1,1.7350876e-08
1.105,1.8692971e-08
1.11,2.0124655e-08
1.115,2.1650449e-08
1.12,2.3274949e-08
1.125,2.500281e-08
1.13,2.6838728e-08
1.135,2.8787424e-08
1.14,3.0853622e-08
1.145,3.3042036e-08
1.15,3.5357346e-08
1.155,3.7804184e-08
1.16,4.0387114e-08
1.165,4.3110618e-08
1.17,4.5979082e-08
1.175,4.8996783e-08
1.18,5.2167879e-08
1.185,5.5496403e-08
1.19,5.898626e-08
1.195,6.264122e-08
1.2,6.6464918e-08
