X_um,AbsElectricField_V_per_cm
0.0,240251.01
0.00037499887,240113.91
0.0015625,239908.22
0.0019374989,240308.13
0.003125,241677.1
0.0034999989,242352.04
0.0046875002,244599.23
0.0050624991,245559.54
0.0062500001,248714.12
0.006624999,249971.84
0.0078125,254071.2
0.0081874989,255640.21
0.0093750004,260730.07
0.0097499993,262626.54
0.0109375,268761.67
0.011312499,271004.49
0.0125,278249.52
0.012874999,280860.69
0.0140625,289290.86
0.014437499,292295.71
0.015625,301997.71
0.015999999,305425.1
0.0171875,316498.01
0.017562499,320380.53
0.018750001,332937.08
0.019125,337311.26
0.020312499,351479.48
0.020687498,356385.97
0.021875,372311.37
0.022249999,377795.02
0.0234375,395643.27
0.023812499,401752.8
0.025,421711.69
0.025374999,428498.19
0.026562501,450770.48
0.0269375,458282.93
0.028124999,483011.27
0.028499998,491603.6
0.0296875,517139.4
0.030437501,530050.3
0.03125,547550.35
0.031624999,562385.94
0.032031249,575572.84
0.032406248,586124.27
0.032812499,598074.93
0.033187501,609111.59
0.033593751,621666.42
0.03396875,633118.97
0.034375001,646235.18
0.03475,658023.36
0.03515625,671634.71
0.035531249,683639.69
0.035937499,697626.13
0.036312498,709672.93
0.036718749,723838.01
0.037093751,735679.42
0.037500001,749715.43
0.037875,761024.58
0.038281251,774493.39
0.03865625,784870.04
0.0390625,797191.27
0.039437499,806199.93
0.039843749,816706.38
0.040218748,823949.86
0.040624999,832010.71
0.041000001,837232.66
0.041406251,842479.01
0.04178125,845630.49
0.042187501,848093.52
0.0425625,849310.94
0.04296875,849313.54
0.043343749,848857.5
0.043749999,846893.67
0.044124998,845068.51
0.044531249,841640.8
0.044906251,838735.0
0.045312501,834267.13
0.0456875,830523.1
0.046093751,825332.23
0.04646875,820939.95
0.046875,815248.66
0.047249999,810351.38
0.047656249,804308.82
0.048031248,799013.4
0.048437499,792717.94
0.048812501,787104.95
0.049218751,780621.45
0.04959375,774753.57
0.050000001,768126.39
0.050375,762054.48
0.05078125,755315.77
0.051156249,749082.95
0.051562499,742258.25
0.051937498,735902.4
0.052343749,729013.68
0.052718751,722568.82
0.053125001,715636.35
0.0535,709133.38
0.053906251,702176.4
0.05428125,695643.42
0.0546875,688680.53
0.055062499,682142.92
0.055468749,675191.95
0.055843748,668672.48
0.056249999,661750.4
0.056625001,655269.22
0.057031251,648391.91
0.05740625,641966.64
0.057812501,635148.75
0.0581875,628794.62
0.05859375,622049.4
0.058968749,615779.4
0.059374999,609118.73
0.059749998,602943.83
0.060156249,596378.17
0.060531251,590307.52
0.060937501,583846.13
0.0613125,577887.34
0.061718751,571538.37
0.06209375,565697.69
0.0625,559468.47
0.062875003,553750.78
0.063281253,547647.7
0.063656248,542056.36
0.064062499,536084.34
0.064437501,530620.86
0.064843751,524782.01
0.065218747,519446.1
0.065624997,513739.59
0.066,508529.91
0.06640625,502953.72
0.066781253,497868.64
0.067187503,492420.93
0.067562498,487459.03
0.067968749,482138.84
0.068343751,477299.51
0.068750001,472105.72
0.069124997,467392.11
0.069531247,462314.91
0.06990625,455558.65
0.0703125,450287.64
0.071125001,441159.64
0.071874999,434454.16
0.072249994,430126.62
0.073437497,415288.89
0.0738125,411285.18
0.075000003,398850.94
0.075374998,395028.8
0.076562501,383258.2
0.076937497,379604.89
0.078125,368412.09
0.078499995,364908.84
0.079687499,354241.11
0.080062494,350869.8
0.081249997,340685.24
0.081625,337430.6
0.082812503,327699.04
0.083187498,324550.5
0.084375001,315257.15
0.084749997,312210.3
0.0859375,303357.68
0.086312495,300414.9
0.087499999,292021.28
0.087874994,289191.12
0.089062497,281285.38
0.0894375,278580.83
0.090625003,271194.98
0.090999998,268630.96
0.092187501,261792.58
0.092562497,259383.38
0.09375,253110.1
0.094124995,250867.41
0.095312499,245164.4
0.095687494,243096.11
0.096874997,237956.54
0.09725,236066.48
0.098437503,231473.89
0.098812498,229762.0
0.1,225693.28
0.100375,224156.0
0.1015625,220583.56
0.1019375,219213.57
0.103125,216104.89
0.10349999,214889.42
0.1046875,212200.66
0.1050625,211116.9
0.10625,208774.63
0.106625,207779.98
0.1078125,205639.23
0.1081875,204653.44
0.109375,202414.19
0.10975,201291.48
0.1109375,198356.88
0.11131249,196852.94
0.1125,192148.85
0.112875,189910.91
0.1140625,181797.88
0.1144375,178460.52
0.115625,165101.25
0.116,160613.7
0.1171875,141857.73
0.1175625,136707.78
0.11875,113735.93
0.11912499,109425.6
0.1203125,89775.845
0.1206875,86939.603
0.121875,80933.329
0.12225,78611.862
0.1234375,71396.688
0.1238125,69247.21
0.125,61068.513
0.125375,59183.817
0.12656251,52251.222
0.12693751,50631.052
0.128125,44856.603
0.1285,43474.418
0.1296875,38671.697
0.13006251,37494.277
0.13124999,33483.577
0.131625,32479.022
0.1328125,29110.317
0.1331875,28250.675
0.13437501,25404.019
0.13475001,24665.701
0.1359375,22246.258
0.1363125,21609.619
0.1375,19542.289
0.13787501,18990.854
0.13906249,17215.932
0.1394375,16589.351
0.140625,15019.344
0.14300001,11821.525
0.14375,11104.295
0.1445,10577.872
0.15000001,7873.883
0.15350001,6266.6035
0.15625,5227.5529
0.15975,4207.3508
0.16249999,3561.1548
0.16600001,2868.4207
0.16875,2463.5899
0.17225,1983.4766
0.175,1717.7267
0.17850001,1383.6499
0.18125001,1203.0969
0.18475001,976.36661
0.1875,853.36831
0.191,716.48201
0.19374999,640.37087
0.19725001,564.54387
0.2,520.31122
