X_um,AbsElectricField_V_per_cm
0.0,270337.11
0.00037499887,270184.75
0.0015625,269965.95
0.0019374989,270527.11
0.003125,272472.1
0.0034999989,273416.66
0.0046875002,276605.38
0.0050624991,277944.78
0.0062500001,282409.56
0.006624999,284157.41
0.0078125,289940.58
0.0081874989,292112.86
0.0093750004,299267.44
0.0097499993,301883.05
0.0109375,310474.14
0.011312499,313555.56
0.0125,323661.96
0.012874999,327235.74
0.0140625,338951.87
0.014437499,343049.08
0.015625,356487.2
0.015999999,361143.84
0.0171875,376436.91
0.017562499,381694.22
0.018750001,398999.45
0.019125,404904.04
0.020312499,424407.16
0.020687498,431010.62
0.021875,452930.43
0.022249999,460287.54
0.0234375,484878.87
0.023812499,493042.81
0.025,520591.88
0.025374999,529602.39
0.026562501,560389.97
0.0269375,570246.74
0.028124999,604357.01
0.028499998,615411.23
0.0296875,650068.87
0.030437501,667834.77
0.03125,694619.06
0.031624999,712135.82
0.032031249,727101.64
0.032406248,739212.48
0.032812499,753716.79
0.033187501,765348.71
0.033593751,779306.83
0.03396875,790021.56
0.034375001,802787.1
0.03475,812137.26
0.03515625,823005.59
0.035531249,830610.11
0.035937499,838957.06
0.036312498,844611.72
0.036718749,850149.72
0.037093751,853886.99
0.037500001,856803.86
0.037875,858833.07
0.038281251,859581.54
0.03865625,860195.18
0.0390625,859298.64
0.039437499,858793.43
0.039843749,856715.93
0.040218748,855348.99
0.040624999,852451.88
0.041000001,850424.5
0.041406251,846964.0
0.04178125,844422.78
0.042187501,840569.47
0.0425625,837614.92
0.04296875,833475.07
0.043343749,830172.52
0.043749999,825808.14
0.044124998,822197.94
0.044531249,817641.75
0.044906251,813747.87
0.045312501,809014.75
0.0456875,804851.6
0.046093751,799946.36
0.04646875,795523.91
0.046875,790446.9
0.047249999,785774.3
0.047656249,780524.99
0.048031248,775613.03
0.048437499,770192.42
0.048812501,765054.87
0.049218751,759466.83
0.04959375,754120.97
0.050000001,748372.89
0.050375,742839.4
0.05078125,736942.28
0.051156249,731244.67
0.051562499,725212.76
0.051937498,719376.54
0.052343749,713226.88
0.052718751,707278.63
0.053125001,701030.27
0.0535,694996.74
0.053906251,688670.05
0.05428125,682577.38
0.0546875,676193.32
0.055062499,670066.41
0.055468749,663645.91
0.055843748,657507.95
0.056249999,651071.35
0.056625001,644943.51
0.057031251,638510.13
0.05740625,632411.42
0.057812501,625999.3
0.0581875,619946.51
0.05859375,613572.15
0.058968749,607579.93
0.059374999,601258.25
0.059749998,595339.23
0.060156249,589083.53
0.060531251,583248.51
0.060937501,577070.64
0.0613125,571328.81
0.061718751,565239.33
0.06209375,559598.39
0.0625,553606.8
0.062875003,548073.05
0.063281253,542187.7
0.063656248,536765.81
0.064062499,530993.43
0.064437501,525686.13
0.064843751,520030.54
0.065218747,514838.71
0.065624997,509300.65
0.066,504224.0
0.06640625,498802.88
0.066781253,493840.74
0.067187503,488535.98
0.067562498,483687.78
0.067968749,478499.53
0.068343751,473765.36
0.068750001,468693.55
0.069124997,464076.97
0.069531247,459113.06
0.06990625,452496.14
0.0703125,447358.25
0.071125001,438392.0
0.071874999,431804.43
0.072249994,427543.13
0.073437497,412969.19
0.0738125,409020.45
0.075000003,396777.17
0.075374998,393002.17
0.076562501,381394.89
0.076937497,377781.86
0.078125,366729.51
0.078499995,363260.63
0.079687499,352714.22
0.080062494,349372.3
0.081249997,339293.39
0.081625,336064.14
0.082812503,326425.92
0.083187498,323299.75
0.084375001,314090.56
0.084749997,311064.02
0.0859375,302289.06
0.086312495,299365.35
0.087499999,291044.88
0.087874994,288233.17
0.089062497,280397.22
0.0894375,277710.83
0.090625003,270391.72
0.090999998,267845.66
0.092187501,261070.68
0.092562497,258679.14
0.09375,252465.31
0.094124995,250239.73
0.095312499,244591.61
0.095687494,242539.61
0.096874997,237449.92
0.09725,235575.1
0.098437503,231027.15
0.098812498,229329.3
0.1,225300.02
0.100375,223775.49
0.1015625,220237.53
0.1019375,218878.98
0.103125,215800.18
0.10349999,214594.89
0.1046875,211931.91
0.1050625,210857.18
0.10625,208537.07
0.106625,207550.44
0.1078125,205428.8
0.1081875,204450.21
0.109375,202227.59
0.10975,201111.45
0.1109375,198191.66
0.11131249,196693.89
0.1125,192003.51
0.112875,189771.53
0.1140625,181672.05
0.1144375,178340.53
0.115625,164995.81
0.116,160513.75
0.1171875,141773.9
0.1175625,136628.12
0.11875,113670.28
0.11912499,109361.17
0.1203125,89702.348
0.1206875,86866.447
0.121875,80856.836
0.12225,78536.792
0.1234375,71325.744
0.1238125,69177.959
0.125,61003.997
0.125375,59120.937
0.12656251,52192.831
0.12693751,50574.139
0.128125,44803.714
0.1285,43422.832
0.1296875,38623.64
0.13006251,37447.361
0.13124999,33439.735
0.131625,32436.177
0.1328125,29070.147
0.1331875,28211.38
0.13437501,25367.061
0.13475001,24629.515
0.1359375,22212.121
0.1363125,21576.169
0.1375,19510.652
0.13787501,18959.835
0.13906249,17186.524
0.1394375,16560.599
0.140625,14991.138
0.14300001,11796.57
0.14375,11079.922
0.1445,10554.412
0.15000001,7853.2945
0.15350001,6250.1056
0.15625,5212.2953
0.15975,4194.7192
0.16249999,3549.349
0.16600001,2858.7033
0.16875,2454.6397
0.17225,1976.1306
0.175,1711.0553
0.17850001,1378.1572
0.18125001,1198.1512
0.18475001,972.22956
0.1875,849.63017
0.191,713.21802
0.19374999,637.34469
0.19725001,561.76422
0.2,517.666
