X_um,AbsElectricField_V_per_cm
0.0,271190.06
0.00037499887,271036.01
0.0015625,270813.32
0.0019374989,271379.96
0.003125,273344.22
0.0034999989,274297.58
0.0046875002,277517.42
0.0050624991,278868.69
0.0062500001,283375.83
0.006624999,285138.42
0.0078125,290974.61
0.0081874989,293164.37
0.0093750004,300382.12
0.0097499993,303017.89
0.0109375,311681.82
0.011312499,314786.02
0.0125,324974.57
0.012874999,328573.74
0.0140625,340381.0
0.014437499,344506.21
0.015625,358044.27
0.015999999,362731.54
0.0171875,378133.31
0.017562499,383423.95
0.018750001,400846.75
0.019125,406787.46
0.020312499,426417.3
0.020687498,433059.74
0.021875,455115.84
0.022249999,462514.91
0.0234375,487252.7
0.023812499,495461.61
0.025,523167.89
0.025374999,532226.34
0.026562501,563182.23
0.0269375,573089.61
0.028124999,607378.16
0.028499998,618489.21
0.0296875,653324.18
0.030437501,671174.96
0.03125,698096.69
0.031624999,715694.55
0.032031249,730725.85
0.032406248,742889.84
0.032812499,757457.55
0.033187501,769138.48
0.033593751,783154.74
0.03396875,793912.26
0.034375001,806727.53
0.03475,816112.32
0.03515625,827018.78
0.035531249,834648.27
0.035937499,843019.27
0.036312498,848688.75
0.036718749,854236.11
0.037093751,857978.75
0.037500001,860892.06
0.037875,862918.64
0.038281251,863653.52
0.03865625,864258.25
0.0390625,863341.04
0.039437499,862822.26
0.039843749,860719.45
0.040218748,859335.59
0.040624999,856410.34
0.041000001,854363.65
0.041406251,850873.34
0.04178125,848311.07
0.042187501,844427.01
0.0425625,841450.06
0.04296875,837278.88
0.043343749,833952.79
0.043749999,829556.66
0.044124998,825921.84
0.044531249,821333.49
0.044906251,817413.9
0.045312501,812648.13
0.0456875,808458.11
0.046093751,803519.62
0.04646875,799069.07
0.046875,793958.06
0.047249999,789256.04
0.047656249,783971.85
0.048031248,779029.09
0.048437499,773572.6
0.048812501,768402.83
0.049218751,762777.81
0.04959375,757398.3
0.050000001,751612.06
0.050375,746043.52
0.05078125,740106.99
0.051156249,734372.96
0.051562499,728300.42
0.051937498,722426.46
0.052343749,716234.92
0.052718751,710247.71
0.053125001,703956.24
0.0535,697882.61
0.053906251,691511.64
0.05428125,685377.83
0.0546875,678948.37
0.055062499,672779.38
0.055468749,666312.4
0.055843748,660131.52
0.056249999,653647.44
0.056625001,647475.93
0.057031251,640994.15
0.05740625,634851.1
0.057812501,628389.73
0.0581875,622292.03
0.05859375,615867.62
0.058968749,609830.01
0.059374999,603457.55
0.059749998,597492.72
0.060156249,591185.59
0.060531251,585304.43
0.060937501,579074.54
0.0613125,573286.3
0.061718751,567144.28
0.06209375,561456.75
0.0625,555412.17
0.062875003,549831.73
0.063281253,543893.03
0.063656248,538424.44
0.064062499,532598.4
0.064437501,527244.48
0.064843751,521534.97
0.065218747,516296.66
0.065624997,510704.46
0.066,505581.6
0.06640625,500106.16
0.066781253,495098.21
0.067187503,489739.04
0.067562498,484845.65
0.067968749,479603.07
0.068343751,474824.55
0.068750001,469698.82
0.069124997,465038.85
0.069531247,460022.08
0.06990625,453344.96
0.0703125,448162.06
0.071125001,439129.96
0.071874999,432506.92
0.072249994,428216.32
0.073437497,413507.2
0.0738125,409541.87
0.075000003,397191.97
0.075374998,393411.21
0.076562501,381721.25
0.076937497,378115.19
0.078125,367005.3
0.078499995,363556.88
0.079687499,352975.77
0.080062494,349666.6
0.081249997,339567.14
0.081625,336379.07
0.082812503,326718.0
0.083187498,323634.7
0.084375001,314377.01
0.084749997,311385.91
0.0859375,302510.23
0.086312495,299604.45
0.087499999,291107.11
0.087874994,288286.73
0.089062497,280182.63
0.0894375,277454.82
0.090625003,269773.92
0.090999998,267151.67
0.092187501,259931.91
0.092562497,257431.64
0.09375,250710.43
0.094124995,248349.12
0.095312499,242156.0
0.095687494,239948.71
0.096874997,234300.99
0.09725,232259.13
0.098437503,227160.93
0.098812498,225291.46
0.1,220735.2
0.100375,219040.36
0.1015625,215008.88
0.1019375,213485.85
0.103125,209952.96
0.10349999,208592.46
0.1046875,205518.16
0.1050625,204300.35
0.10625,201614.72
0.106625,200500.22
0.1078125,198064.36
0.1081875,196977.4
0.109375,194503.65
0.10975,193305.16
0.1109375,190219.57
0.11131249,188675.07
0.1125,183940.1
0.112875,181709.46
0.1140625,173736.34
0.1144375,170466.54
0.115625,157477.55
0.116,153121.38
0.1171875,134979.99
0.1175625,130020.51
0.11875,107966.12
0.11912499,103862.05
0.1203125,85496.72
0.1206875,82795.679
0.121875,77031.725
0.12225,74793.123
0.1234375,67792.426
0.1238125,65722.893
0.125,57893.677
0.125375,56084.816
0.12656251,49481.137
0.12693751,47931.316
0.128125,42453.098
0.1285,41135.144
0.1296875,36595.182
0.13006251,35475.805
0.13124999,31697.071
0.131625,30744.594
0.1328125,27580.479
0.1331875,26767.295
0.13437501,24101.092
0.13475001,23403.99
0.1359375,21143.657
0.1363125,20543.357
0.1375,18616.155
0.13787501,18096.479
0.13906249,16444.821
0.1394375,15857.167
0.140625,14441.912
0.14300001,11477.026
0.14375,10820.119
0.1445,10312.676
0.15000001,7841.8497
0.15350001,6202.3809
0.15625,5240.6091
0.15975,4206.291
0.16249999,3611.1728
0.16600001,2895.2925
0.16875,2510.3927
0.17225,2009.4762
0.175,1748.9351
0.17850001,1400.4793
0.18125001,1220.1155
0.18475001,985.51731
0.1875,862.27655
0.191,722.27183
0.19374999,646.79613
0.19725001,572.06831
0.2,529.51241
