X_um,AbsElectricField_V_per_cm
0.0,240656.28
0.00037499887,240517.38
0.0015625,240307.15
0.0019374989,240712.16
0.003125,242098.87
0.0034999989,242781.99
0.0046875002,245057.85
0.0050624991,246029.16
0.0062500001,249222.85
0.006624999,250494.24
0.0078125,254642.68
0.0081874989,256227.94
0.0093750004,261376.5
0.0097499993,263291.74
0.0109375,269494.85
0.011312499,271758.94
0.0125,279080.92
0.012874999,281715.83
0.0140625,290231.6
0.014437499,293262.64
0.015625,303058.59
0.015999999,306514.6
0.0171875,317689.57
0.017562499,321603.15
0.018750001,334269.68
0.019125,338677.35
0.020312499,352963.38
0.020687498,357905.85
0.021875,373956.9
0.022249999,379479.07
0.0234375,397460.95
0.023812499,403611.63
0.025,423712.4
0.025374999,430542.73
0.026562501,452965.42
0.0269375,460524.46
0.028124999,485411.38
0.028499998,494057.42
0.0296875,519755.92
0.030437501,532743.15
0.03125,550354.34
0.031624999,565275.07
0.032031249,578538.26
0.032406248,589146.98
0.032812499,601163.03
0.033187501,612258.13
0.033593751,624879.68
0.03396875,636391.29
0.034375001,649575.16
0.03475,661422.45
0.03515625,675101.84
0.035531249,687165.21
0.035937499,701219.21
0.036312498,713322.65
0.036718749,727553.53
0.037093751,739448.44
0.037500001,753546.69
0.037875,764904.5
0.038281251,778429.58
0.03865625,788848.07
0.0390625,801216.62
0.039437499,810258.32
0.039843749,820800.01
0.040218748,828066.09
0.040624999,836147.48
0.041000001,841380.86
0.041406251,846632.07
0.04178125,849784.15
0.042187501,852237.55
0.0425625,853445.96
0.04296875,853426.89
0.043343749,852953.92
0.043749999,850959.49
0.044124998,849111.24
0.044531249,845646.81
0.044906251,842713.27
0.045312501,838204.76
0.0456875,834429.52
0.046093751,829195.58
0.04646875,824769.47
0.046875,819033.62
0.047249999,814100.48
0.047656249,808012.4
0.048031248,802679.44
0.048437499,796337.79
0.048812501,790685.85
0.049218751,784155.59
0.04959375,778247.52
0.050000001,771573.03
0.050375,765459.8
0.05078125,758673.24
0.051156249,752398.09
0.051562499,745524.96
0.051937498,739125.82
0.052343749,732188.08
0.052718751,725699.1
0.053125001,718716.98
0.0535,712169.12
0.053906251,705161.89
0.05428125,698583.33
0.0546875,691569.57
0.055062499,684985.79
0.055468749,677983.37
0.055843748,671417.2
0.056249999,664443.11
0.056625001,657914.78
0.057031251,650984.93
0.05740625,644512.13
0.057812501,637641.21
0.0581875,631239.24
0.05859375,624440.53
0.058968749,618122.44
0.059374999,611407.86
0.059749998,605184.66
0.060156249,598564.71
0.060531251,592445.63
0.060937501,585929.61
0.0613125,579922.3
0.061718751,573518.41
0.06209375,567629.19
0.0625,561344.81
0.062875003,555578.63
0.063281253,549420.21
0.063656248,543780.5
0.064062499,537752.99
0.064437501,532241.32
0.064843751,526346.87
0.065218747,520963.03
0.065624997,515200.82
0.066,509943.55
0.06640625,504311.59
0.066781253,499179.38
0.067187503,493675.91
0.067562498,488667.56
0.067968749,483291.75
0.068343751,478406.84
0.068750001,473157.92
0.069124997,468399.69
0.069531247,463268.44
0.06990625,456449.97
0.0703125,451132.14
0.071125001,441935.78
0.071874999,435192.92
0.072249994,430834.6
0.073437497,415857.27
0.0738125,411835.39
0.075000003,399290.59
0.075374998,395460.99
0.076562501,383603.72
0.076937497,379955.64
0.078125,368701.58
0.078499995,365217.16
0.079687499,354511.79
0.080062494,351171.91
0.081249997,340965.27
0.081625,337751.07
0.082812503,327997.15
0.083187498,324891.53
0.084375001,315552.54
0.084749997,312542.09
0.0859375,303593.82
0.086312495,300670.77
0.087499999,292106.9
0.087874994,289270.48
0.089062497,281103.67
0.0894375,278360.36
0.090625003,270619.08
0.090999998,267981.41
0.092187501,260703.0
0.092562497,258187.18
0.09375,251409.18
0.094124995,249032.26
0.095312499,242784.83
0.095687494,240562.09
0.096874997,234863.32
0.09725,232806.47
0.098437503,227661.2
0.098812498,225777.46
0.1,221178.56
0.100375,219470.41
0.1015625,215400.92
0.1019375,213865.68
0.103125,210299.33
0.10349999,208927.76
0.1046875,205824.29
0.1050625,204596.52
0.10625,201885.61
0.106625,200762.17
0.1078125,198304.39
0.1081875,197209.34
0.109375,194716.43
0.10975,193510.53
0.1109375,190407.83
0.11131249,188856.35
0.1125,184105.53
0.112875,181868.13
0.1140625,173879.43
0.1144375,170603.0
0.115625,157597.44
0.116,153235.1
0.1171875,135075.59
0.1175625,130111.51
0.11875,108041.8
0.11912499,103936.46
0.1203125,85581.824
0.1206875,82880.397
0.121875,77119.765
0.12225,74879.575
0.1234375,67874.179
0.1238125,65802.77
0.125,57968.281
0.125375,56157.614
0.12656251,49548.973
0.12693751,47997.524
0.128125,42514.883
0.1285,41195.493
0.1296875,36651.663
0.13006251,35531.028
0.13124999,31748.928
0.131625,30795.347
0.1328125,27628.299
0.1331875,26814.142
0.13437501,24145.366
0.13475001,23447.399
0.1359375,21184.793
0.1363125,20583.715
0.1375,18654.485
0.13787501,18134.101
0.13906249,16480.618
0.1394375,15892.142
0.140625,14476.089
0.14300001,11507.247
0.14375,10849.564
0.1445,10341.047
0.15000001,7866.6896
0.15350001,6222.2435
0.15625,5258.7455
0.15975,4221.1777
0.16249999,3624.8594
0.16600001,2906.4479
0.16875,2520.4788
0.17225,2017.6628
0.175,1756.2361
0.17850001,1406.414
0.18125001,1225.3685
0.18475001,989.84706
0.1875,866.12475
0.191,725.5807
0.19374999,649.81741
0.19725001,574.81937
0.2,532.11031
